# blastp
# Iteration: 0
# Query: Pii-2
# RID: FBYAK72X114
# Database: n/a
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 104 hits found
Pii-2	A0A453BUK3_AEGTS	24.752	101	70	2	958	1054	109	207	3.42e-05	39.3	47.52
Pii-2	A0A0D9W423_9ORYZ	31.944	72	44	3	999	1068	140	208	1.11e-04	37.4	52.78
Pii-2	A0A1B6PK98_SORBI	21.053	152	100	4	921	1068	85	220	1.78e-04	37.0	39.47
Pii-2	B4FE44_MAIZE	27.731	119	73	5	943	1054	93	205	2.10e-04	36.6	46.22
Pii-2	A0A0E0KPL8_ORYPU	24.852	169	96	8	906	1054	51	208	6.37e-04	35.4	41.42
Pii-2	A0A0E0CEA3_9ORYZ	45.714	35	16	1	1022	1056	159	190	0.002	34.3	60.00
Pii-2	Q0J4A3_ORYSJ	45.714	35	16	1	1022	1056	178	209	0.002	34.3	60.00
Pii-2	A0A0D3H2D9_9ORYZ	45.714	35	16	1	1022	1056	178	209	0.002	34.3	60.00
Pii-2	A0A0D3H2D8_9ORYZ	45.714	35	16	1	1022	1056	178	209	0.002	34.3	60.00
Pii-2	A0A0E0CEA4_9ORYZ	45.714	35	16	1	1022	1056	159	190	0.002	33.9	60.00
Pii-2	A0A0E0QLH2_ORYRU	45.714	35	16	1	1022	1056	178	209	0.002	33.9	60.00
Pii-2	A0A0E0IEV1_ORYNI	44.444	36	17	1	1021	1056	177	209	0.003	33.9	58.33
Pii-2	A0A0E0LX45_ORYPU	45.714	35	16	1	1022	1056	186	217	0.003	33.1	60.00
Pii-2	A0A5J9T127_9POAL	46.154	39	17	2	1022	1060	184	218	0.008	32.0	56.41
Pii-2	J3MUL6_ORYBR	43.590	39	18	2	1022	1060	42	76	0.009	32.0	56.41
Pii-2	A0A0D9YSM9_9ORYZ	22.093	172	112	7	909	1062	115	282	0.011	31.6	41.28
Pii-2	A0A1B6PIP3_SORBI	43.590	39	18	2	1022	1060	153	187	0.012	31.2	56.41
Pii-2	A0A2T7D9S0_9POAL	43.590	39	18	2	1022	1060	156	190	0.012	31.2	56.41
Pii-2	A0A2T7D9V3_9POAL	43.590	39	18	2	1022	1060	157	191	0.013	31.2	56.41
Pii-2	I1I9V8_BRADI	25.301	83	60	1	979	1061	134	214	0.013	31.2	42.17
Pii-2	A0A3L6PQ98_PANMI	43.590	39	18	2	1022	1060	157	191	0.014	31.2	56.41
Pii-2	A0A3L6RLX8_PANMI	43.590	39	18	2	1022	1060	159	193	0.014	31.2	56.41
Pii-2	A0A0E0GWI2_ORYNI	38.636	44	25	1	1017	1060	121	162	0.014	30.8	43.18
Pii-2	A0A0E0D9J8_9ORYZ	38.636	44	25	1	1017	1060	171	212	0.016	30.8	43.18
Pii-2	K3YJH0_SETIT	43.590	39	18	2	1022	1060	166	200	0.017	30.8	56.41
Pii-2	A0A4U6U9N4_SETVI	43.590	39	18	2	1022	1060	166	200	0.017	30.8	56.41
Pii-2	A0A0E0D9J9_9ORYZ	38.636	44	25	1	1017	1060	170	211	0.017	30.8	43.18
Pii-2	Q852C9_ORYSJ	38.636	44	25	1	1017	1060	171	212	0.017	30.8	43.18
Pii-2	B8ANS8_ORYSI	38.636	44	25	1	1017	1060	171	212	0.017	30.8	43.18
Pii-2	Os03g0848600(OsRIN4c)	38.636	44	25	1	1017	1060	171	212	0.017	30.8	43.18
Pii-2	A0A0E0GWI3_ORYNI	38.636	44	25	1	1017	1060	170	211	0.017	30.8	43.18
Pii-2	A0A0E0P3X3_ORYRU	38.636	44	25	1	1017	1060	170	211	0.017	30.8	43.18
Pii-2	A0A1E5WAF1_9POAL	43.590	39	18	2	1022	1060	156	190	0.017	30.8	56.41
Pii-2	A0A0D3FRD3_9ORYZ	38.636	44	25	1	1017	1060	170	211	0.017	30.8	43.18
Pii-2	K3YJG8_SETIT	43.590	39	18	2	1022	1060	167	201	0.017	30.8	56.41
Pii-2	A0A4V6D5P4_SETVI	43.590	39	18	2	1022	1060	167	201	0.017	30.8	56.41
Pii-2	A0A0E0P3X2_ORYRU	38.636	44	25	1	1017	1060	226	267	0.018	30.8	43.18
Pii-2	A0A0E0GWI1_ORYNI	38.636	44	25	1	1017	1060	226	267	0.018	30.8	43.18
Pii-2	A0A0E0D9K0_9ORYZ	41.026	39	21	1	1022	1060	168	204	0.018	30.8	46.15
Pii-2	A0A0D9ZFT4_9ORYZ	38.636	44	25	1	1017	1060	228	269	0.018	30.8	43.18
Pii-2	A0A2T7CTV3_9POAL	25.478	157	99	5	920	1068	78	224	0.018	30.8	42.68
Pii-2	A0A0D3FRD2_9ORYZ	38.636	44	25	1	1017	1060	226	267	0.018	30.8	43.18
Pii-2	A0A0D9ZFT3_9ORYZ	38.636	44	25	1	1017	1060	284	325	0.019	30.8	43.18
Pii-2	A0A0E0KLJ7_ORYPU	41.026	39	21	1	1022	1060	175	211	0.019	30.8	46.15
Pii-2	A0A0E0KLJ6_ORYPU	41.026	39	21	1	1022	1060	176	212	0.019	30.8	46.15
Pii-2	A0A0D9XA04_9ORYZ	43.590	39	18	2	1022	1060	162	196	0.020	30.4	56.41
Pii-2	A0A446YD00_TRITD	43.590	39	18	2	1022	1060	159	193	0.020	30.4	56.41
Pii-2	A0A446YCW6_TRITD	43.590	39	18	2	1022	1060	160	194	0.020	30.4	56.41
Pii-2	A0A6G1DJE7_9ORYZ	41.026	39	21	1	1022	1060	176	212	0.021	30.4	46.15
Pii-2	A0A3B6RES2_WHEAT	43.590	39	18	2	1022	1060	178	212	0.022	30.4	56.41
Pii-2	A0A446XDE7_TRITD	43.590	39	18	2	1022	1060	178	212	0.022	30.4	56.41
Pii-2	A0A446YD36_TRITD	43.590	39	18	2	1022	1060	178	212	0.022	30.4	56.41
Pii-2	A0A3B6SI25_WHEAT	43.590	39	18	2	1022	1060	178	212	0.022	30.4	56.41
Pii-2	A0A446XDE5_TRITD	43.590	39	18	2	1022	1060	181	215	0.022	30.4	56.41
Pii-2	A0A3B6RI71_WHEAT	43.590	39	18	2	1022	1060	181	215	0.022	30.4	56.41
Pii-2	A0A446XDG0_TRITD	43.590	39	18	2	1022	1060	178	212	0.022	30.4	56.41
Pii-2	A0A3B6TQ93_WHEAT	43.590	39	18	2	1022	1060	176	210	0.022	30.4	56.41
Pii-2	A0A446YCV1_TRITD	43.590	39	18	2	1022	1060	178	212	0.022	30.4	56.41
Pii-2	A0A453RM08_AEGTS	43.590	39	18	2	1022	1060	160	194	0.022	30.4	56.41
Pii-2	A0A287WIK9_HORVV	43.590	39	18	2	1022	1060	160	194	0.022	30.4	56.41
Pii-2	A0A3B6TIS4_WHEAT	43.590	39	18	2	1022	1060	178	212	0.023	30.4	56.41
Pii-2	A0A453RME7_AEGTS	43.590	39	18	2	1022	1060	178	212	0.023	30.4	56.41
Pii-2	A0A5J9SD26_9POAL	41.026	39	21	1	1017	1055	176	212	0.023	30.4	46.15
Pii-2	A0A453RM55_AEGTS	43.590	39	18	2	1022	1060	178	212	0.024	30.4	56.41
Pii-2	A0A6G1CDP2_9ORYZ	45.455	33	15	1	1022	1054	171	200	0.024	30.4	57.58
Pii-2	F2DWN8_HORVV	43.590	39	18	2	1022	1060	180	214	0.024	30.4	56.41
Pii-2	A0A287WIR0_HORVV	43.590	39	18	2	1022	1060	181	215	0.024	30.4	56.41
Pii-2	A0A3B6SIZ0_WHEAT	43.590	39	18	2	1022	1060	178	212	0.024	30.4	56.41
Pii-2	J3LD30_ORYBR	31.818	44	25	2	1011	1054	168	206	0.034	30.0	59.09
Pii-2	I1I8T9_BRADI	41.026	39	19	2	1022	1060	177	211	0.035	29.6	56.41
Pii-2	A0A0D9W1D2_9ORYZ	44.118	34	17	1	1022	1055	149	180	0.041	29.6	50.00
Pii-2	B8AIC2_ORYSI	30.233	43	28	1	1020	1062	193	233	0.047	29.6	53.49
Pii-2	A0A6G1FAN9_9ORYZ	31.148	61	39	2	994	1053	148	206	0.049	29.3	52.46


